product_category_name,order_purchase_timestamp,order_quantity
alimentos,2018-02-02,5
alimentos,2018-02-05,1
alimentos,2018-02-07,1
alimentos,2018-02-10,1
alimentos,2018-02-15,3
alimentos,2018-02-17,2
alimentos,2018-02-18,2
alimentos,2018-02-19,3
alimentos,2018-02-20,1
alimentos,2018-02-21,2
alimentos,2018-02-22,2
alimentos,2018-02-23,1
alimentos,2018-02-25,1
alimentos,2018-02-26,2
alimentos,2018-02-27,3
alimentos,2018-02-28,5
alimentos,2018-03-03,1
alimentos,2018-03-04,1
alimentos,2018-03-06,3
alimentos,2018-03-07,1
alimentos,2018-03-08,1
alimentos,2018-03-09,1
alimentos,2018-03-11,1
alimentos,2018-03-12,2
alimentos,2018-03-14,2
alimentos,2018-03-15,4
alimentos,2018-03-16,1
alimentos,2018-03-17,1
alimentos,2018-03-18,2
alimentos,2018-03-19,4
alimentos,2018-03-20,1
alimentos,2018-03-22,2
alimentos,2018-03-23,1
alimentos,2018-03-25,2
alimentos,2018-03-26,1
alimentos,2018-03-27,1
alimentos,2018-03-28,2
alimentos,2018-04-01,1
alimentos,2018-04-03,4
alimentos,2018-04-07,1
alimentos,2018-04-08,1
alimentos,2018-04-09,2
alimentos,2018-04-10,1
alimentos,2018-04-11,1
alimentos,2018-04-12,1
alimentos,2018-04-13,1
alimentos,2018-04-15,1
alimentos,2018-04-16,2
alimentos,2018-04-17,5
alimentos,2018-04-18,1
alimentos,2018-04-19,1
alimentos,2018-04-20,1
alimentos,2018-04-23,2
alimentos,2018-04-24,2
alimentos,2018-04-25,2
alimentos,2018-04-26,1
alimentos,2018-04-27,3
alimentos,2018-04-28,1
alimentos,2018-04-30,5
alimentos,2018-05-02,3
alimentos,2018-05-03,1
alimentos,2018-05-04,1
alimentos,2018-05-06,2
alimentos,2018-05-07,1
alimentos,2018-05-08,4
alimentos,2018-05-09,2
alimentos,2018-05-10,1
alimentos,2018-05-11,2
alimentos,2018-05-12,1
alimentos,2018-05-13,1
