product_category_name,order_purchase_timestamp,order_quantity
eletroportateis,2017-02-01,1
eletroportateis,2017-02-02,3
eletroportateis,2017-02-04,1
eletroportateis,2017-02-06,2
eletroportateis,2017-02-07,1
eletroportateis,2017-02-08,4
eletroportateis,2017-02-09,2
eletroportateis,2017-02-10,1
eletroportateis,2017-02-11,1
eletroportateis,2017-02-12,2
eletroportateis,2017-02-13,1
eletroportateis,2017-02-17,3
eletroportateis,2017-02-21,1
eletroportateis,2017-02-23,1
eletroportateis,2017-02-26,1
eletroportateis,2017-02-28,2
eletroportateis,2017-03-01,1
eletroportateis,2017-03-02,2
eletroportateis,2017-03-03,2
eletroportateis,2017-03-04,1
eletroportateis,2017-03-07,1
eletroportateis,2017-03-09,3
eletroportateis,2017-03-12,1
eletroportateis,2017-03-13,1
eletroportateis,2017-03-14,3
eletroportateis,2017-03-17,1
eletroportateis,2017-03-18,3
eletroportateis,2017-03-20,1
eletroportateis,2017-03-22,1
eletroportateis,2017-03-23,2
eletroportateis,2017-03-25,1
eletroportateis,2017-03-26,2
eletroportateis,2017-03-27,2
eletroportateis,2017-03-28,1
eletroportateis,2017-03-29,2
eletroportateis,2017-04-01,2
eletroportateis,2017-04-03,1
eletroportateis,2017-04-04,1
eletroportateis,2017-04-06,3
eletroportateis,2017-04-10,1
eletroportateis,2017-04-16,1
eletroportateis,2017-04-18,4
eletroportateis,2017-04-20,1
eletroportateis,2017-04-21,1
eletroportateis,2017-04-23,2
eletroportateis,2017-04-25,1
eletroportateis,2017-04-26,2
eletroportateis,2017-04-30,1
eletroportateis,2017-05-03,1
eletroportateis,2017-05-12,2
eletroportateis,2017-05-14,1
eletroportateis,2017-05-15,1
eletroportateis,2017-05-16,3
eletroportateis,2017-05-18,2
eletroportateis,2017-05-22,3
eletroportateis,2017-05-23,1
eletroportateis,2017-05-26,1
eletroportateis,2017-05-30,2
eletroportateis,2017-05-31,1
eletroportateis,2017-06-01,1
eletroportateis,2017-06-02,1
eletroportateis,2017-06-04,2
eletroportateis,2017-06-05,1
eletroportateis,2017-06-06,2
eletroportateis,2017-06-10,1
eletroportateis,2017-06-15,1
eletroportateis,2017-06-16,1
eletroportateis,2017-06-17,3
eletroportateis,2017-06-18,1
eletroportateis,2017-06-19,1
eletroportateis,2017-06-24,1
eletroportateis,2017-06-25,1
eletroportateis,2017-06-26,2
eletroportateis,2017-06-27,2
eletroportateis,2017-06-29,1
eletroportateis,2017-06-30,1
eletroportateis,2017-07-02,3
eletroportateis,2017-07-03,3
eletroportateis,2017-07-08,2
eletroportateis,2017-07-09,1
eletroportateis,2017-07-10,1
eletroportateis,2017-07-11,4
eletroportateis,2017-07-12,1
eletroportateis,2017-07-13,1
eletroportateis,2017-07-14,1
eletroportateis,2017-07-15,1
eletroportateis,2017-07-16,1
eletroportateis,2017-07-17,2
eletroportateis,2017-07-18,1
eletroportateis,2017-07-19,2
eletroportateis,2017-07-20,1
eletroportateis,2017-07-21,2
eletroportateis,2017-07-25,1
eletroportateis,2017-07-26,1
eletroportateis,2017-07-27,2
eletroportateis,2017-07-29,1
eletroportateis,2017-07-30,2
eletroportateis,2017-08-01,1
eletroportateis,2017-08-02,3
eletroportateis,2017-08-05,6
eletroportateis,2017-08-06,1
eletroportateis,2017-08-08,1
eletroportateis,2017-08-09,1
eletroportateis,2017-08-10,2
eletroportateis,2017-08-11,1
eletroportateis,2017-08-12,1
eletroportateis,2017-08-14,1
eletroportateis,2017-08-15,3
eletroportateis,2017-08-16,2
eletroportateis,2017-08-18,1
eletroportateis,2017-08-19,2
eletroportateis,2017-08-22,3
eletroportateis,2017-08-23,2
eletroportateis,2017-08-25,2
eletroportateis,2017-08-26,1
eletroportateis,2017-08-28,2
eletroportateis,2017-09-01,2
eletroportateis,2017-09-02,1
eletroportateis,2017-09-03,1
eletroportateis,2017-09-04,1
eletroportateis,2017-09-05,1
eletroportateis,2017-09-06,2
eletroportateis,2017-09-07,1
eletroportateis,2017-09-11,1
eletroportateis,2017-09-12,2
eletroportateis,2017-09-13,4
eletroportateis,2017-09-14,3
eletroportateis,2017-09-15,2
eletroportateis,2017-09-16,2
eletroportateis,2017-09-17,1
eletroportateis,2017-09-18,1
eletroportateis,2017-09-20,1
eletroportateis,2017-09-21,1
eletroportateis,2017-09-26,3
eletroportateis,2017-09-28,1
eletroportateis,2017-09-29,1
eletroportateis,2017-09-30,1
eletroportateis,2017-10-02,1
eletroportateis,2017-10-03,2
eletroportateis,2017-10-04,1
eletroportateis,2017-10-07,1
eletroportateis,2017-10-08,1
eletroportateis,2017-10-09,4
eletroportateis,2017-10-11,1
eletroportateis,2017-10-12,1
eletroportateis,2017-10-14,1
eletroportateis,2017-10-15,4
eletroportateis,2017-10-16,1
eletroportateis,2017-10-18,1
eletroportateis,2017-10-19,2
eletroportateis,2017-10-21,2
eletroportateis,2017-10-22,1
eletroportateis,2017-10-24,2
eletroportateis,2017-10-26,2
eletroportateis,2017-10-27,2
eletroportateis,2017-10-30,1
eletroportateis,2017-10-31,1
eletroportateis,2017-11-01,1
eletroportateis,2017-11-07,1
eletroportateis,2017-11-10,1
eletroportateis,2017-11-11,1
eletroportateis,2017-11-13,1
eletroportateis,2017-11-14,1
eletroportateis,2017-11-16,2
eletroportateis,2017-11-17,1
eletroportateis,2017-11-19,1
eletroportateis,2017-11-20,1
eletroportateis,2017-11-21,2
eletroportateis,2017-11-23,2
eletroportateis,2017-11-24,6
eletroportateis,2017-11-25,2
eletroportateis,2017-11-26,4
eletroportateis,2017-11-28,2
eletroportateis,2017-11-29,2
eletroportateis,2017-12-01,1
eletroportateis,2017-12-02,2
eletroportateis,2017-12-03,3
eletroportateis,2017-12-04,2
eletroportateis,2017-12-05,1
eletroportateis,2017-12-06,4
eletroportateis,2017-12-07,1
eletroportateis,2017-12-09,1
eletroportateis,2017-12-10,1
eletroportateis,2017-12-12,3
eletroportateis,2017-12-13,2
eletroportateis,2017-12-14,1
eletroportateis,2017-12-15,1
eletroportateis,2017-12-18,1
eletroportateis,2017-12-19,1
eletroportateis,2017-12-20,2
eletroportateis,2017-12-27,1
eletroportateis,2017-12-28,1
eletroportateis,2018-01-02,2
eletroportateis,2018-01-03,2
eletroportateis,2018-01-04,2
eletroportateis,2018-01-05,4
eletroportateis,2018-01-06,3
eletroportateis,2018-01-07,1
eletroportateis,2018-01-09,1
eletroportateis,2018-01-10,4
eletroportateis,2018-01-11,5
eletroportateis,2018-01-13,1
eletroportateis,2018-01-16,1
eletroportateis,2018-01-17,1
eletroportateis,2018-01-18,2
eletroportateis,2018-01-19,3
eletroportateis,2018-01-20,1
eletroportateis,2018-01-21,1
eletroportateis,2018-01-22,2
eletroportateis,2018-01-23,4
eletroportateis,2018-01-26,1
eletroportateis,2018-01-27,3
eletroportateis,2018-01-28,4
eletroportateis,2018-01-29,1
eletroportateis,2018-01-30,4
eletroportateis,2018-01-31,2
eletroportateis,2018-02-01,4
eletroportateis,2018-02-03,1
eletroportateis,2018-02-04,2
eletroportateis,2018-02-06,2
eletroportateis,2018-02-09,1
eletroportateis,2018-02-11,2
eletroportateis,2018-02-12,1
eletroportateis,2018-02-13,3
eletroportateis,2018-02-16,1
eletroportateis,2018-02-17,1
eletroportateis,2018-02-20,3
eletroportateis,2018-02-21,2
eletroportateis,2018-02-25,1
eletroportateis,2018-02-26,4
eletroportateis,2018-02-27,2
eletroportateis,2018-02-28,2
eletroportateis,2018-03-01,1
eletroportateis,2018-03-02,1
eletroportateis,2018-03-03,1
eletroportateis,2018-03-04,1
eletroportateis,2018-03-05,1
eletroportateis,2018-03-06,2
eletroportateis,2018-03-07,3
eletroportateis,2018-03-09,1
eletroportateis,2018-03-10,2
eletroportateis,2018-03-11,1
eletroportateis,2018-03-12,1
eletroportateis,2018-03-13,2
eletroportateis,2018-03-14,1
eletroportateis,2018-03-15,1
eletroportateis,2018-03-16,4
eletroportateis,2018-03-17,2
eletroportateis,2018-03-19,1
eletroportateis,2018-03-20,1
eletroportateis,2018-03-21,1
eletroportateis,2018-03-23,2
eletroportateis,2018-03-24,1
eletroportateis,2018-03-25,2
eletroportateis,2018-03-26,1
eletroportateis,2018-03-27,1
eletroportateis,2018-03-28,2
eletroportateis,2018-04-01,3
eletroportateis,2018-04-02,2
eletroportateis,2018-04-03,2
eletroportateis,2018-04-04,2
eletroportateis,2018-04-05,4
eletroportateis,2018-04-06,1
eletroportateis,2018-04-07,6
eletroportateis,2018-04-08,4
eletroportateis,2018-04-09,1
eletroportateis,2018-04-10,1
eletroportateis,2018-04-11,5
eletroportateis,2018-04-12,5
eletroportateis,2018-04-13,1
eletroportateis,2018-04-14,5
eletroportateis,2018-04-15,2
eletroportateis,2018-04-16,2
eletroportateis,2018-04-17,1
eletroportateis,2018-04-18,1
eletroportateis,2018-04-19,2
eletroportateis,2018-04-20,1
eletroportateis,2018-04-22,5
eletroportateis,2018-04-23,1
eletroportateis,2018-04-24,2
eletroportateis,2018-04-25,2
eletroportateis,2018-04-26,1
eletroportateis,2018-04-27,2
eletroportateis,2018-04-28,1
eletroportateis,2018-04-29,2
eletroportateis,2018-05-01,1
eletroportateis,2018-05-03,2
eletroportateis,2018-05-04,3
eletroportateis,2018-05-06,3
eletroportateis,2018-05-07,5
eletroportateis,2018-05-08,1
eletroportateis,2018-05-09,1
eletroportateis,2018-05-10,3
eletroportateis,2018-05-12,3
eletroportateis,2018-05-14,2
eletroportateis,2018-05-15,1
eletroportateis,2018-05-16,4
eletroportateis,2018-05-17,1
eletroportateis,2018-05-19,2
eletroportateis,2018-05-21,2
eletroportateis,2018-05-22,2
eletroportateis,2018-05-23,1
eletroportateis,2018-05-24,6
eletroportateis,2018-05-27,2
eletroportateis,2018-05-28,2
eletroportateis,2018-05-30,1
eletroportateis,2018-06-01,4
eletroportateis,2018-06-04,3
eletroportateis,2018-06-06,2
eletroportateis,2018-06-07,3
eletroportateis,2018-06-08,2
eletroportateis,2018-06-09,1
eletroportateis,2018-06-10,6
eletroportateis,2018-06-11,3
eletroportateis,2018-06-12,1
eletroportateis,2018-06-13,1
eletroportateis,2018-06-14,4
eletroportateis,2018-06-15,2
eletroportateis,2018-06-18,1
eletroportateis,2018-06-19,1
eletroportateis,2018-06-20,1
eletroportateis,2018-06-21,2
eletroportateis,2018-06-22,1
eletroportateis,2018-06-24,4
eletroportateis,2018-06-25,1
eletroportateis,2018-06-26,3
eletroportateis,2018-06-28,2
eletroportateis,2018-06-29,1
eletroportateis,2018-06-30,1
eletroportateis,2018-07-01,1
eletroportateis,2018-07-02,1
eletroportateis,2018-07-03,1
eletroportateis,2018-07-04,1
eletroportateis,2018-07-05,3
eletroportateis,2018-07-06,1
eletroportateis,2018-07-07,1
eletroportateis,2018-07-08,2
eletroportateis,2018-07-09,1
eletroportateis,2018-07-11,1
eletroportateis,2018-07-12,1
eletroportateis,2018-07-13,3
eletroportateis,2018-07-15,1
eletroportateis,2018-07-16,3
eletroportateis,2018-07-17,2
eletroportateis,2018-07-19,7
eletroportateis,2018-07-20,2
eletroportateis,2018-07-22,1
eletroportateis,2018-07-23,1
eletroportateis,2018-07-24,2
eletroportateis,2018-07-25,2
eletroportateis,2018-07-29,1
eletroportateis,2018-07-30,2
eletroportateis,2018-07-31,2
eletroportateis,2018-08-01,1
eletroportateis,2018-08-03,1
eletroportateis,2018-08-04,1
eletroportateis,2018-08-05,2
eletroportateis,2018-08-06,3
eletroportateis,2018-08-08,1
eletroportateis,2018-08-09,1
eletroportateis,2018-08-10,2
eletroportateis,2018-08-11,1
eletroportateis,2018-08-12,3
eletroportateis,2018-08-15,2
eletroportateis,2018-08-17,2
eletroportateis,2018-08-18,2
eletroportateis,2018-08-20,1
eletroportateis,2018-08-21,1
eletroportateis,2018-08-22,1
instrumentos_musicais,2017-01-27,1
instrumentos_musicais,2017-02-03,1
instrumentos_musicais,2017-02-05,1
instrumentos_musicais,2017-02-07,1
instrumentos_musicais,2017-02-12,2
instrumentos_musicais,2017-02-13,1
instrumentos_musicais,2017-02-14,1
instrumentos_musicais,2017-02-26,1
instrumentos_musicais,2017-02-28,1
instrumentos_musicais,2017-03-04,1
instrumentos_musicais,2017-03-05,1
instrumentos_musicais,2017-03-08,1
instrumentos_musicais,2017-03-11,1
instrumentos_musicais,2017-03-14,1
instrumentos_musicais,2017-03-17,1
instrumentos_musicais,2017-03-21,1
instrumentos_musicais,2017-03-28,3
instrumentos_musicais,2017-04-02,1
instrumentos_musicais,2017-04-07,1
instrumentos_musicais,2017-04-08,1
instrumentos_musicais,2017-04-09,1
instrumentos_musicais,2017-04-11,2
instrumentos_musicais,2017-04-12,1
instrumentos_musicais,2017-04-15,1
instrumentos_musicais,2017-04-19,3
instrumentos_musicais,2017-04-21,2
instrumentos_musicais,2017-04-23,1
instrumentos_musicais,2017-04-26,1
instrumentos_musicais,2017-04-28,1
instrumentos_musicais,2017-05-02,1
instrumentos_musicais,2017-05-05,2
instrumentos_musicais,2017-05-06,1
instrumentos_musicais,2017-05-07,3
instrumentos_musicais,2017-05-11,1
instrumentos_musicais,2017-05-14,1
instrumentos_musicais,2017-05-15,1
instrumentos_musicais,2017-05-16,1
instrumentos_musicais,2017-05-17,1
instrumentos_musicais,2017-05-20,1
instrumentos_musicais,2017-05-22,2
instrumentos_musicais,2017-05-23,1
instrumentos_musicais,2017-05-24,2
instrumentos_musicais,2017-05-27,1
instrumentos_musicais,2017-05-29,1
instrumentos_musicais,2017-05-31,1
instrumentos_musicais,2017-06-02,1
instrumentos_musicais,2017-06-03,1
instrumentos_musicais,2017-06-07,1
instrumentos_musicais,2017-06-08,2
instrumentos_musicais,2017-06-09,1
instrumentos_musicais,2017-06-10,1
instrumentos_musicais,2017-06-15,3
instrumentos_musicais,2017-06-19,1
instrumentos_musicais,2017-06-20,1
instrumentos_musicais,2017-06-21,2
instrumentos_musicais,2017-06-22,1
instrumentos_musicais,2017-06-23,2
instrumentos_musicais,2017-06-25,1
instrumentos_musicais,2017-06-28,2
instrumentos_musicais,2017-07-03,1
instrumentos_musicais,2017-07-04,1
instrumentos_musicais,2017-07-05,1
instrumentos_musicais,2017-07-06,1
instrumentos_musicais,2017-07-10,1
instrumentos_musicais,2017-07-11,1
instrumentos_musicais,2017-07-12,2
instrumentos_musicais,2017-07-14,3
instrumentos_musicais,2017-07-17,3
instrumentos_musicais,2017-07-18,1
instrumentos_musicais,2017-07-22,1
instrumentos_musicais,2017-07-23,1
instrumentos_musicais,2017-07-24,2
instrumentos_musicais,2017-07-25,3
instrumentos_musicais,2017-07-26,4
instrumentos_musicais,2017-07-27,3
instrumentos_musicais,2017-07-29,1
instrumentos_musicais,2017-07-31,2
instrumentos_musicais,2017-08-02,2
instrumentos_musicais,2017-08-06,2
instrumentos_musicais,2017-08-07,1
instrumentos_musicais,2017-08-10,5
instrumentos_musicais,2017-08-16,2
instrumentos_musicais,2017-08-17,1
instrumentos_musicais,2017-08-18,1
instrumentos_musicais,2017-08-20,1
instrumentos_musicais,2017-08-21,2
instrumentos_musicais,2017-08-23,1
instrumentos_musicais,2017-08-25,2
instrumentos_musicais,2017-08-26,1
instrumentos_musicais,2017-08-28,1
instrumentos_musicais,2017-08-30,3
instrumentos_musicais,2017-08-31,2
instrumentos_musicais,2017-09-01,3
instrumentos_musicais,2017-09-02,2
instrumentos_musicais,2017-09-07,1
instrumentos_musicais,2017-09-08,2
instrumentos_musicais,2017-09-09,1
instrumentos_musicais,2017-09-11,2
instrumentos_musicais,2017-09-12,3
instrumentos_musicais,2017-09-14,1
instrumentos_musicais,2017-09-15,1
instrumentos_musicais,2017-09-18,1
instrumentos_musicais,2017-09-20,2
instrumentos_musicais,2017-09-21,1
instrumentos_musicais,2017-09-25,1
instrumentos_musicais,2017-09-26,2
instrumentos_musicais,2017-09-28,4
instrumentos_musicais,2017-09-30,1
instrumentos_musicais,2017-10-01,1
instrumentos_musicais,2017-10-03,1
instrumentos_musicais,2017-10-08,1
instrumentos_musicais,2017-10-09,1
instrumentos_musicais,2017-10-10,1
instrumentos_musicais,2017-10-13,1
instrumentos_musicais,2017-10-15,1
instrumentos_musicais,2017-10-16,1
instrumentos_musicais,2017-10-17,8
instrumentos_musicais,2017-10-18,1
instrumentos_musicais,2017-10-19,1
instrumentos_musicais,2017-10-20,3
instrumentos_musicais,2017-10-21,1
instrumentos_musicais,2017-10-22,1
instrumentos_musicais,2017-10-23,1
instrumentos_musicais,2017-10-28,2
instrumentos_musicais,2017-10-29,1
instrumentos_musicais,2017-11-01,1
instrumentos_musicais,2017-11-03,2
instrumentos_musicais,2017-11-04,1
instrumentos_musicais,2017-11-06,1
instrumentos_musicais,2017-11-08,1
instrumentos_musicais,2017-11-09,5
instrumentos_musicais,2017-11-11,7
instrumentos_musicais,2017-11-12,1
instrumentos_musicais,2017-11-13,1
instrumentos_musicais,2017-11-15,2
instrumentos_musicais,2017-11-18,1
instrumentos_musicais,2017-11-19,1
instrumentos_musicais,2017-11-20,2
instrumentos_musicais,2017-11-22,1
instrumentos_musicais,2017-11-23,3
instrumentos_musicais,2017-11-24,9
instrumentos_musicais,2017-11-25,3
instrumentos_musicais,2017-11-26,1
instrumentos_musicais,2017-11-27,2
instrumentos_musicais,2017-11-28,1
instrumentos_musicais,2017-11-29,1
instrumentos_musicais,2017-11-30,2
instrumentos_musicais,2017-12-01,2
instrumentos_musicais,2017-12-03,3
instrumentos_musicais,2017-12-04,2
instrumentos_musicais,2017-12-06,2
instrumentos_musicais,2017-12-07,2
instrumentos_musicais,2017-12-08,1
instrumentos_musicais,2017-12-09,3
instrumentos_musicais,2017-12-10,1
instrumentos_musicais,2017-12-11,1
instrumentos_musicais,2017-12-12,3
instrumentos_musicais,2017-12-13,1
instrumentos_musicais,2017-12-14,4
instrumentos_musicais,2017-12-15,1
instrumentos_musicais,2017-12-16,2
instrumentos_musicais,2017-12-17,1
instrumentos_musicais,2017-12-18,2
instrumentos_musicais,2017-12-19,1
instrumentos_musicais,2017-12-20,3
instrumentos_musicais,2017-12-22,1
instrumentos_musicais,2017-12-27,1
instrumentos_musicais,2017-12-28,2
instrumentos_musicais,2017-12-30,2
instrumentos_musicais,2017-12-31,1
instrumentos_musicais,2018-01-02,3
instrumentos_musicais,2018-01-03,4
instrumentos_musicais,2018-01-04,2
instrumentos_musicais,2018-01-05,1
instrumentos_musicais,2018-01-06,2
instrumentos_musicais,2018-01-08,3
instrumentos_musicais,2018-01-09,2
instrumentos_musicais,2018-01-10,3
instrumentos_musicais,2018-01-11,3
instrumentos_musicais,2018-01-12,2
instrumentos_musicais,2018-01-13,2
instrumentos_musicais,2018-01-14,2
instrumentos_musicais,2018-01-15,2
instrumentos_musicais,2018-01-16,1
instrumentos_musicais,2018-01-17,2
instrumentos_musicais,2018-01-20,1
instrumentos_musicais,2018-01-21,1
instrumentos_musicais,2018-01-22,1
instrumentos_musicais,2018-01-23,1
instrumentos_musicais,2018-01-25,2
instrumentos_musicais,2018-01-26,6
instrumentos_musicais,2018-01-27,1
instrumentos_musicais,2018-01-28,3
instrumentos_musicais,2018-01-30,3
instrumentos_musicais,2018-02-01,4
instrumentos_musicais,2018-02-02,2
instrumentos_musicais,2018-02-04,3
instrumentos_musicais,2018-02-05,1
instrumentos_musicais,2018-02-07,1
instrumentos_musicais,2018-02-08,3
instrumentos_musicais,2018-02-09,1
instrumentos_musicais,2018-02-10,1
instrumentos_musicais,2018-02-13,3
instrumentos_musicais,2018-02-14,2
instrumentos_musicais,2018-02-15,2
instrumentos_musicais,2018-02-17,2
instrumentos_musicais,2018-02-18,4
instrumentos_musicais,2018-02-19,2
instrumentos_musicais,2018-02-20,3
instrumentos_musicais,2018-02-21,1
instrumentos_musicais,2018-02-23,1
instrumentos_musicais,2018-02-24,2
instrumentos_musicais,2018-02-25,1
instrumentos_musicais,2018-02-26,1
instrumentos_musicais,2018-02-27,1
instrumentos_musicais,2018-02-28,3
instrumentos_musicais,2018-03-01,1
instrumentos_musicais,2018-03-03,1
instrumentos_musicais,2018-03-04,2
instrumentos_musicais,2018-03-05,3
instrumentos_musicais,2018-03-06,1
instrumentos_musicais,2018-03-07,1
instrumentos_musicais,2018-03-08,2
instrumentos_musicais,2018-03-10,3
instrumentos_musicais,2018-03-11,1
instrumentos_musicais,2018-03-12,3
instrumentos_musicais,2018-03-13,2
instrumentos_musicais,2018-03-14,2
instrumentos_musicais,2018-03-16,2
instrumentos_musicais,2018-03-17,1
instrumentos_musicais,2018-03-18,2
instrumentos_musicais,2018-03-19,6
instrumentos_musicais,2018-03-20,7
instrumentos_musicais,2018-03-21,1
instrumentos_musicais,2018-03-22,5
instrumentos_musicais,2018-03-23,2
instrumentos_musicais,2018-03-26,1
instrumentos_musicais,2018-03-28,2
instrumentos_musicais,2018-03-29,1
instrumentos_musicais,2018-03-30,1
instrumentos_musicais,2018-03-31,2
instrumentos_musicais,2018-04-01,2
instrumentos_musicais,2018-04-02,3
instrumentos_musicais,2018-04-03,5
instrumentos_musicais,2018-04-05,2
instrumentos_musicais,2018-04-06,1
instrumentos_musicais,2018-04-07,1
instrumentos_musicais,2018-04-08,3
instrumentos_musicais,2018-04-09,3
instrumentos_musicais,2018-04-10,3
instrumentos_musicais,2018-04-11,2
instrumentos_musicais,2018-04-12,2
instrumentos_musicais,2018-04-13,2
instrumentos_musicais,2018-04-14,3
instrumentos_musicais,2018-04-16,1
instrumentos_musicais,2018-04-17,1
instrumentos_musicais,2018-04-18,3
instrumentos_musicais,2018-04-19,3
instrumentos_musicais,2018-04-20,2
instrumentos_musicais,2018-04-21,1
instrumentos_musicais,2018-04-22,3
instrumentos_musicais,2018-04-23,3
instrumentos_musicais,2018-04-24,1
instrumentos_musicais,2018-04-25,1
instrumentos_musicais,2018-04-26,2
instrumentos_musicais,2018-04-27,4
instrumentos_musicais,2018-04-28,1
instrumentos_musicais,2018-04-29,1
instrumentos_musicais,2018-04-30,1
instrumentos_musicais,2018-05-01,1
instrumentos_musicais,2018-05-02,1
instrumentos_musicais,2018-05-03,3
instrumentos_musicais,2018-05-04,1
instrumentos_musicais,2018-05-05,1
instrumentos_musicais,2018-05-06,3
instrumentos_musicais,2018-05-07,5
instrumentos_musicais,2018-05-08,1
instrumentos_musicais,2018-05-09,3
instrumentos_musicais,2018-05-10,1
instrumentos_musicais,2018-05-11,4
instrumentos_musicais,2018-05-12,1
instrumentos_musicais,2018-05-13,3
instrumentos_musicais,2018-05-14,7
instrumentos_musicais,2018-05-15,2
instrumentos_musicais,2018-05-16,4
instrumentos_musicais,2018-05-18,3
instrumentos_musicais,2018-05-19,2
instrumentos_musicais,2018-05-20,2
instrumentos_musicais,2018-05-21,2
instrumentos_musicais,2018-05-22,1
instrumentos_musicais,2018-05-23,1
instrumentos_musicais,2018-05-26,2
instrumentos_musicais,2018-05-27,1
instrumentos_musicais,2018-05-28,1
instrumentos_musicais,2018-05-29,1
instrumentos_musicais,2018-05-30,3
instrumentos_musicais,2018-05-31,1
instrumentos_musicais,2018-06-01,3
instrumentos_musicais,2018-06-02,2
instrumentos_musicais,2018-06-03,2
instrumentos_musicais,2018-06-04,1
instrumentos_musicais,2018-06-05,2
instrumentos_musicais,2018-06-07,3
instrumentos_musicais,2018-06-08,1
instrumentos_musicais,2018-06-09,3
instrumentos_musicais,2018-06-12,2
instrumentos_musicais,2018-06-14,2
instrumentos_musicais,2018-06-15,4
instrumentos_musicais,2018-06-16,4
instrumentos_musicais,2018-06-17,2
instrumentos_musicais,2018-06-20,1
instrumentos_musicais,2018-06-22,2
instrumentos_musicais,2018-06-23,2
instrumentos_musicais,2018-06-25,2
instrumentos_musicais,2018-06-26,3
instrumentos_musicais,2018-06-27,3
instrumentos_musicais,2018-06-28,3
instrumentos_musicais,2018-07-01,3
instrumentos_musicais,2018-07-10,3
instrumentos_musicais,2018-07-11,4
instrumentos_musicais,2018-07-14,3
instrumentos_musicais,2018-07-15,2
instrumentos_musicais,2018-07-17,4
instrumentos_musicais,2018-07-18,2
instrumentos_musicais,2018-07-19,1
instrumentos_musicais,2018-07-20,1
instrumentos_musicais,2018-07-22,1
instrumentos_musicais,2018-07-24,2
instrumentos_musicais,2018-07-25,2
instrumentos_musicais,2018-07-26,4
instrumentos_musicais,2018-07-27,1
instrumentos_musicais,2018-07-29,2
instrumentos_musicais,2018-07-31,2
instrumentos_musicais,2018-08-01,2
instrumentos_musicais,2018-08-02,2
instrumentos_musicais,2018-08-03,4
instrumentos_musicais,2018-08-04,2
instrumentos_musicais,2018-08-06,7
instrumentos_musicais,2018-08-07,1
instrumentos_musicais,2018-08-08,3
instrumentos_musicais,2018-08-09,1
instrumentos_musicais,2018-08-10,4
instrumentos_musicais,2018-08-12,2
instrumentos_musicais,2018-08-13,2
instrumentos_musicais,2018-08-14,1
instrumentos_musicais,2018-08-17,1
instrumentos_musicais,2018-08-18,2
instrumentos_musicais,2018-08-19,2
instrumentos_musicais,2018-08-20,2
instrumentos_musicais,2018-08-21,1
instrumentos_musicais,2018-08-22,2
livros_interesse_geral,2016-10-09,1
livros_interesse_geral,2017-01-27,1
livros_interesse_geral,2017-01-31,1
livros_interesse_geral,2017-02-01,1
livros_interesse_geral,2017-02-08,2
livros_interesse_geral,2017-02-09,1
livros_interesse_geral,2017-02-16,1
livros_interesse_geral,2017-02-22,2
livros_interesse_geral,2017-02-24,1
livros_interesse_geral,2017-03-02,1
livros_interesse_geral,2017-03-03,3
livros_interesse_geral,2017-03-05,1
livros_interesse_geral,2017-03-06,2
livros_interesse_geral,2017-03-07,1
livros_interesse_geral,2017-03-08,1
livros_interesse_geral,2017-03-10,2
livros_interesse_geral,2017-03-12,1
livros_interesse_geral,2017-03-13,2
livros_interesse_geral,2017-03-14,6
livros_interesse_geral,2017-03-21,1
livros_interesse_geral,2017-03-22,1
livros_interesse_geral,2017-03-27,1
livros_interesse_geral,2017-03-28,1
livros_interesse_geral,2017-03-31,1
livros_interesse_geral,2017-04-07,1
livros_interesse_geral,2017-04-13,1
livros_interesse_geral,2017-04-15,1
livros_interesse_geral,2017-04-17,1
livros_interesse_geral,2017-04-18,2
livros_interesse_geral,2017-04-19,2
livros_interesse_geral,2017-04-22,1
livros_interesse_geral,2017-04-23,1
livros_interesse_geral,2017-04-24,1
livros_interesse_geral,2017-04-26,1
livros_interesse_geral,2017-05-01,3
livros_interesse_geral,2017-05-02,1
livros_interesse_geral,2017-05-09,1
livros_interesse_geral,2017-05-10,2
livros_interesse_geral,2017-05-11,1
livros_interesse_geral,2017-05-12,1
livros_interesse_geral,2017-05-14,2
livros_interesse_geral,2017-05-21,3
livros_interesse_geral,2017-05-22,1
livros_interesse_geral,2017-05-24,1
livros_interesse_geral,2017-05-25,1
livros_interesse_geral,2017-05-27,1
livros_interesse_geral,2017-05-29,2
livros_interesse_geral,2017-06-01,1
livros_interesse_geral,2017-06-02,2
livros_interesse_geral,2017-06-06,1
livros_interesse_geral,2017-06-07,3
livros_interesse_geral,2017-06-08,2
livros_interesse_geral,2017-06-11,1
livros_interesse_geral,2017-06-14,1
livros_interesse_geral,2017-06-15,1
livros_interesse_geral,2017-06-18,1
livros_interesse_geral,2017-06-19,3
livros_interesse_geral,2017-06-20,1
livros_interesse_geral,2017-06-22,1
livros_interesse_geral,2017-06-29,2
livros_interesse_geral,2017-06-30,1
livros_interesse_geral,2017-07-01,1
livros_interesse_geral,2017-07-05,1
livros_interesse_geral,2017-07-16,1
livros_interesse_geral,2017-07-17,4
livros_interesse_geral,2017-07-18,2
livros_interesse_geral,2017-07-24,1
livros_interesse_geral,2017-07-25,1
livros_interesse_geral,2017-07-29,1
livros_interesse_geral,2017-07-31,1
livros_interesse_geral,2017-08-01,1
livros_interesse_geral,2017-08-02,2
livros_interesse_geral,2017-08-04,1
